expression,folder,n_rows,n_viewpoints,complete_215,A_cosine_left,A_cosine_right,A_cosine_detected_left,A_cosine_detected_right,A_angular_left,A_angular_right,A_angular_detected_left,A_angular_detected_right,A_euclidean_left,A_euclidean_right,A_euclidean_detected_left,A_euclidean_detected_right,A_path_left,A_path_right,A_path_detected_left,A_path_detected_right,A_rate_left,A_rate_right,A_rate_detected_left,A_rate_detected_right,A_curvature_left,A_curvature_right,A_curvature_detected_left,A_curvature_detected_right,A_instability_left,A_instability_right,A_instability_detected_left,A_instability_detected_right,C_left,C_right,C_detected_left,C_detected_right,B_left,B_right,B_detected_left,B_detected_right,missing_left,missing_right,left_ordering,right_ordering
Expressions Sadness,Male_Expressions Sadness 01,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,212.0,3.0,True,True,,,False,False,212.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Expressions Sadness,Male_Expressions Sadness 02,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,212.0,1.0,True,True,,,False,False,212.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Expressions Sadness,Male_Expressions Sadness 03,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,212.0,1.0,True,True,,,False,False,210.0,3.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Expressions Sadness,Male_Expressions Sadness 04,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,213.0,3.0,True,True,,,False,False,213.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Expressions Sadness,Male_Expressions Sadness 05,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,213.0,3.0,True,True,,,False,False,211.0,2.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Expressions Surprise,Male_Expressions Surprise 01,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,2.0,True,True,,,False,False,202.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Expressions Surprise,Male_Expressions Surprise 02,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,213.0,5.0,True,True,,,False,False,206.0,5.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Expressions Surprise,Male_Expressions Surprise 03,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,212.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Expressions Surprise,Male_Expressions Surprise 04,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,15.0,True,True,,,False,False,213.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Expressions Surprise,Male_Expressions Surprise 05,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,213.0,2.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Eyeglasses,Male_Eyeglasses 1,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,213.0,2.0,True,True,,,False,False,213.0,3.0,True,True,213.0,0.0,True,True,213.0,0.0,True,True,,,tie,tie
Fear,Male_Fear 01,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,7.0,True,True,,,False,False,195.0,138.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Fear,Male_Fear 02,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,210.0,2.0,True,True,,,False,False,210.0,5.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Fear,Male_Fear 03,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,209.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Fear,Male_Fear 04,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,213.0,2.0,True,True,,,False,False,212.0,5.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Fear,Male_Fear 05,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,12.0,True,True,,,False,False,199.0,4.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Fierce Cutthroat,Male_Fierce Cutthroat,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,130.0,3.0,True,True,,,False,False,210.0,3.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Fierce Fiery,Male_Fierce Fiery,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,12.0,True,True,,,False,False,210.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Fierce Savage,Male_Fierce Savage,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,203.0,6.0,True,True,,,False,False,202.0,12.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Happy,Male_Happy 01,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,3.0,True,True,,,False,False,213.0,4.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Happy,Male_Happy 02,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,208.0,1.0,True,True,,,False,False,212.0,4.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Happy,Male_Happy 03,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,195.0,3.0,True,True,,,False,False,193.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Happy,Male_Happy 04,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,210.0,1.0,True,True,,,False,False,209.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Happy,Male_Happy 05,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,209.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Happy Elated,Male_Happy Elated,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,213.0,3.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Happy Perky,Male_Happy Perky,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,6.0,True,True,,,False,False,211.0,16.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Happy So Peaceful,Male_Happy So Peaceful,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,210.0,1.0,True,True,,,False,False,209.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Humiliated,Male_Humiliated,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,207.0,1.0,True,True,,,False,False,211.0,38.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Insanity Deranged,Male_Insanity Deranged,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,211.0,5.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Insanity Go Cucko,Male_Insanity Go Cucko,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,209.0,16.0,True,True,,,False,False,207.0,27.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Insanity Going Crazy,Male_Insanity Going Crazy,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,209.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Insanity Hostile,Male_Insanity Hostile,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,3.0,True,True,,,False,False,211.0,3.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Insanity Lunatic,Male_Insanity Lunatic,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,212.0,2.0,True,True,,,False,False,210.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Joy,Male_Joy 01,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,213.0,162.0,True,True,,,False,False,212.0,87.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Joy,Male_Joy 02,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,213.0,4.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Joy,Male_Joy 03,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,168.0,1.0,True,True,,,False,False,211.0,3.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Joy,Male_Joy 04,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,213.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Joy,Male_Joy 05,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,213.0,2.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Judgemental,Male_Judgemental 01,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,213.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Judgemental,Male_Judgemental 02,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,213.0,1.0,True,True,,,False,False,213.0,5.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Judgemental,Male_Judgemental 03,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,213.0,1.0,True,True,,,False,False,212.0,5.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Judgemental,Male_Judgemental 04,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,210.0,1.0,True,True,,,False,False,209.0,5.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Judgemental,Male_Judgemental 05,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,211.0,1.0,True,True,,,False,False,146.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Nervous,Male_Nervous,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,4.0,True,True,,,False,False,213.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Pain,Male_Pain 01,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,2.0,True,True,,,False,False,213.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Pain,Male_Pain 02,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,4.0,True,True,,,False,False,212.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Pain,Male_Pain 03,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,211.0,1.0,True,True,,,False,False,210.0,3.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Pain,Male_Pain 04,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,213.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Pain,Male_Pain 05,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,212.0,3.0,True,True,,,False,False,211.0,16.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Pain Illness,Male_Pain Illness,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,5.0,True,True,,,False,False,213.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Playful,Male_Playful 01,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,2.0,True,True,,,False,False,210.0,6.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Playful,Male_Playful 02,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,198.0,6.0,True,True,,,False,False,205.0,5.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Playful,Male_Playful 03,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,5.0,True,True,,,False,False,213.0,5.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Playful,Male_Playful 04,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,209.0,3.0,True,True,,,False,False,203.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Playful,Male_Playful 05,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,9.0,True,True,,,False,False,210.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Pleasure Oo So Funny,Male_Pleasure Oo So Funny,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,213.0,3.0,True,True,,,False,False,208.0,179.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Romantic,Male_Romantic 01,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,210.0,5.0,True,True,,,False,False,210.0,4.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Romantic,Male_Romantic 02,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,208.0,68.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Romantic,Male_Romantic 03,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,212.0,1.0,True,True,,,False,False,213.0,5.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Romantic,Male_Romantic 04,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,210.0,1.0,True,True,,,False,False,212.0,5.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Romantic,Male_Romantic 05,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,9.0,True,True,,,False,False,208.0,16.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
S Wink,Male_S Wink 02,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,213.0,7.0,True,True,,,False,False,213.0,2.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Sad,Male_Sad 01,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,199.0,1.0,True,True,,,False,False,18.0,3.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Sad,Male_Sad 02,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,211.0,3.0,True,True,,,False,False,18.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Sad,Male_Sad 03,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,18.0,3.0,True,True,,,False,False,209.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Sad,Male_Sad 04,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,211.0,3.0,True,True,,,False,False,210.0,5.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Sad,Male_Sad 05,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,210.0,1.0,True,True,,,False,False,209.0,3.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Scream,Male_Scream,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,27.0,True,True,,,False,False,211.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Seriousness,Male_Seriousness 01,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,213.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Seriousness,Male_Seriousness 02,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,210.0,4.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Seriousness,Male_Seriousness 03,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,210.0,15.0,True,True,,,False,False,204.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Seriousness,Male_Seriousness 04,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,15.0,True,True,,,False,False,210.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Seriousness,Male_Seriousness 05,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,213.0,1.0,True,True,,,False,False,212.0,5.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Silly,Male_Silly 01,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,212.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Silly,Male_Silly 02,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,208.0,2.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Silly,Male_Silly 03,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,211.0,1.0,True,True,,,False,False,198.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Silly,Male_Silly 04,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,212.0,1.0,True,True,,,False,False,210.0,5.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Silly,Male_Silly 05,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,212.0,5.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Sleepy,Male_Sleepy,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,212.0,1.0,True,True,,,False,False,199.0,15.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Sleepy,Male_Sleepy 01,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,212.0,3.0,True,True,,,False,False,209.0,4.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Sleepy,Male_Sleepy 02,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,213.0,3.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Sleepy,Male_Sleepy 03,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,213.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Sleepy,Male_Sleepy 04,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,211.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Sleepy,Male_Sleepy 05,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,193.0,1.0,True,True,,,False,False,193.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Straining,Male_Straining,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,210.0,4.0,True,True,,,False,False,175.0,5.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Subtle,Male_Subtle 01,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,210.0,6.0,True,True,,,False,False,212.0,5.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Subtle,Male_Subtle 02,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,3.0,True,True,,,False,False,192.0,5.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Subtle,Male_Subtle 03,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,210.0,3.0,True,True,,,False,False,210.0,4.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Subtle,Male_Subtle 04,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,3.0,True,True,,,False,False,209.0,3.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Subtle,Male_Subtle 05,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,4.0,True,True,,,False,False,209.0,3.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Talking,Male_Talking 01,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,4.0,True,True,,,False,False,212.0,4.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Talking,Male_Talking 02,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,212.0,4.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Talking,Male_Talking 03,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,210.0,1.0,True,True,,,False,False,194.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Talking,Male_Talking 04,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,4.0,True,True,,,False,False,213.0,4.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Talking,Male_Talking 05,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,187.0,5.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Terror,Male_Terror,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,212.0,4.0,True,True,,,False,False,212.0,3.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Terror Phobia,Male_Terror Phobia,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,212.0,19.0,True,True,,,False,False,211.0,16.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Ulgh,Male_Ulgh,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,208.0,2.0,True,True,,,False,False,211.0,2.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Wicked,Male_Wicked 01,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,16.0,True,True,,,False,False,212.0,24.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Wicked,Male_Wicked 02,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,212.0,1.0,True,True,,,False,False,212.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Wicked,Male_Wicked 03,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,209.0,1.0,True,True,,,False,False,212.0,3.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Wicked,Male_Wicked 04,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,213.0,5.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Wicked,Male_Wicked 05,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,211.0,1.0,True,True,,,False,False,211.0,4.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
